date,SurfReflect_I1,SurfReflect_I2,SurfReflect_I3,SurfReflect_QC_500m,SurfReflect_State_500m
2023-01-01,0.3012,0.2472,0.2286,4108.0,8234.0
2023-01-09,0.1057,0.0362,0.0196,4108.0,8234.0
2023-01-17,0.12660000000000002,0.0329,0.012700000000000001,4108.0,40.0
2023-01-25,0.0811,0.0194,0.0129,4108.0,8234.0
