date,DayOfYear,DetailedQA,EVI,NDVI,RelativeAzimuth,SolarZenith,SummaryQA,ViewZenith,sur_refl_b01,sur_refl_b02,sur_refl_b03,sur_refl_b07
2023-01-01,2.0,6207.0,-1013.0,-1615.0,-5913.0,6821.0,3.0,1033.0,2347.0,1646.0,2622.0,856.0
2023-01-17,31.0,6207.0,-704.0,-1277.0,12418.0,6255.0,3.0,1737.0,1033.0,551.0,1504.0,743.0
